University,Scholarship,Scholarship_Type,Conditions,Scholarship_Value,Source
Sichuan University,Chinese Government Scholarship (Bilateral / University / Student Exchange Programs),Government (CSC) administered by the university,"Non-Chinese citizens; Bilateral Program open to undergraduates, postgraduates and scholars (apply via home-country dispatching authority); University Program for postgraduates selected/recommended by SCU; covers both major study and one-year Chinese language (preparatory) study","Full scholarship: tuition waiver, accommodation, living stipend and comprehensive medical insurance (per CSC standards)",https://global.scu.edu.cn/oso/article/details/ffb69423-aba9-4731-a263-b37f66604a29
HUST,"China Link Scholarship Program (CSC-funded) and Chinese Government Scholarship - Chinese University Program (Type B, agency no. 10487)",Government (CSC) fully funded scholarship administered by the university,"Non-Chinese citizens in good health; China Link for general scholars (current UG/Master's, under 45) and senior scholars (PhD students/faculty, under 50) from CSC partner universities, 1-12 months; CGS University Program for Master's (Bachelor's, under 35) and PhD (Master's, under 40), GPA 3.0/4 or 75%+, HSK 4-5 or TOEFL 80/IELTS 6.0","Full scholarship: tuition waiver, free on-campus accommodation, comprehensive medical insurance and monthly stipend (RMB 3,000 general scholars/Master's; RMB 3,500 senior scholars/PhD)",https://iso.hust.edu.cn/info/1194/4713.htm
Australian National University (ANU),ANU Chancellor's International Scholarship,Merit / International,Automatically assessed for commencing international (overseas) students who receive an offer in an eligible undergraduate or postgraduate coursework program; selection by academic merit; no separate application; ~200 awards; some categories (e.g. South East Asia) eligible for the higher rate.,25% or 50% tuition fee waiver for the duration of the degree,https://study.anu.edu.au/scholarships/find-scholarship/anu-chancellors-international-scholarship
University of Melbourne,Melbourne International Undergraduate Scholarship,Merit / Need / International,"For international students enrolling in a bachelor degree who are citizens of countries with GDP per capita of US$10,000 or less; automatic consideration on admission; ranked on final secondary/foundation results. (Note: 25% for awards before 2027; 20% from 2027.)",25% tuition fee remission for the duration of the course,https://scholarships.unimelb.edu.au/awards/melbourne-international-undergraduate-scholarship
University of Sydney,International student scholarships (incl. Sydney International Student Award and Vice-Chancellor's International Scholarships Scheme),Merit / International,"Range of scholarships for international undergraduate, postgraduate coursework and research students; over AUD $135 million in scholarships awarded each year; eligibility and application vary by award.","Varies by award (e.g. tuition reductions, stipends; over AUD $135 million awarded annually)",https://www.sydney.edu.au/scholarships/international.html
UNSW Sydney,International Scientia Coursework Scholarship (PUCA1025),Merit / International,UNSW's most prestigious international award; rewards high academic achievement plus leadership and extracurricular activity; for international students commencing full-time undergraduate or postgraduate coursework; separate application required.,"Full tuition fee support, or AUD $20,000 per year towards tuition for the minimum program duration",https://www.unsw.edu.au/study/your-future/international-scholarships
UNSW Sydney,International Student Award,International,"For citizens of eligible countries commencing studies in 2026 or 2027 in undergraduate, postgraduate or UNSW College diploma programs; can be combined with other international scholarships.",20% contribution towards tuition fees for every year of the program,https://www.unsw.edu.au/study/your-future/international-scholarships
Monash University,Monash International Merit Scholarship,Merit / International,International students from all countries who receive a full (unconditional) undergraduate course offer at a Monash campus in Australia are automatically considered; selected on academic achievement (~20 per year); must maintain a distinction (70%+) average.,"AUD $15,000 per annum (awards from 2026), up to AUD $75,000 for the degree duration",https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/international-merit-5770
University of Queensland (UQ),UQ International Excellence Scholarship,Merit / International,For international students with an unconditional offer in an eligible undergraduate or postgraduate coursework program commencing in 2026 who achieve a competitive score among offer holders; automatic consideration; cannot hold another UQ fee reduction or full external scholarship.,25% reduction in tuition fees per semester for the duration of the program,https://scholarships.uq.edu.au/scholarship/uq-international-excellence-scholarship
University of Queensland (UQ),International Onshore Merit Scholarship,Merit / International,For international students who completed their most recent qualification in Australia (used for admission) and achieve a competitive score among offer holders; automatic consideration on application.,"AUD $10,000 tuition fee reduction (2 x AUD $5,000 across the first two semesters)",https://scholarships.uq.edu.au/scholarship/international-onshore-merit-scholarship
University of Western Australia (UWA),Global Excellence Scholarship,Merit / International,International students from all countries with an offer for an eligible 2026 undergraduate or postgraduate coursework course and an equivalent minimum ATAR of 85.00 (UG) or WAM of 65.00 (PG); automatically assessed by Admissions; value tiered by entry score.,"AUD $6,000-$12,000 per year; up to AUD $48,000 (UG, 4 years) or AUD $24,000 (PG, 2 years)",https://www.uwa.edu.au/study/scholarships-and-fees/scholarships/international-scholarships/global-excellence-scholarship
University of Adelaide,Adelaide Merit Scholarship (15%),Merit / International,"For international students starting an undergraduate or postgraduate coursework degree who achieve a credit average (e.g. minimum ATAR 80, IB 28, GCE A levels score 9, or GPA 5.0/7.0); automatically awarded at offer; must maintain minimum GPA 4.5/7.0.",15% tuition fee reduction for the standard full-time duration of the program,https://www.adelaide.edu.au/study/scholarships/int/adelaide-merit-scholarship-15/
University of Technology Sydney (UTS),UTS Academic Excellence International Scholarship,Merit / International,Automatically awards top commencing international students starting undergraduate or postgraduate coursework study on campus in Sydney; selected on academic merit; no separate application.,30% tuition fees scholarship for the standard course duration,https://www.uts.edu.au/for-students/admissions-entry/scholarships/international
University of Technology Sydney (UTS),UTS Vice-Chancellor's International Undergraduate Scholarship,Merit / International,For high-achieving commencing international undergraduate coursework students at UTS in Sydney; awarded on academic merit.,Full tuition scholarship for the standard course duration,https://www.uts.edu.au/for-students/admissions-entry/scholarships/international
